invoice_id,student_id,department,billing_period,due_date,payment_date,amount_due,amount_paid,outstanding,status,days_overdue
INV-02-HEA-015,STU-01095,Health Sciences,2026-02-01,2026-02-18,2026-02-15,32541,32541,0,Paid,0
INV-02-HEA-016,STU-01096,Health Sciences,2026-02-01,2026-02-19,2026-02-15,24652,24652,0,Paid,0
INV-03-ENG-001,STU-01097,Engineering,2026-03-01,2026-03-12,2026-03-11,29700,29700,0,Paid,0
INV-03-ENG-002,STU-01098,Engineering,2026-03-01,2026-03-13,2026-03-11,32076,32076,0,Paid,0
INV-03-ENG-003,STU-01099,Engineering,2026-03-01,2026-03-14,2026-03-11,34452,34452,0,Paid,0
INV-03-ENG-004,STU-01100,Engineering,2026-03-01,2026-03-15,,36828,0,36828,Overdue,33
INV-03-ENG-005,STU-01101,Engineering,2026-03-01,2026-03-16,2026-03-15,39204,39204,0,Paid,0
INV-03-ENG-006,STU-01102,Engineering,2026-03-01,2026-03-17,2026-03-15,29700,29700,0,Paid,0
INV-03-ENG-007,STU-01103,Engineering,2026-03-01,2026-03-18,2026-03-15,32076,32076,0,Paid,0
INV-03-ENG-008,STU-01104,Engineering,2026-03-01,2026-03-19,2026-03-15,34452,34452,0,Paid,0
INV-03-ENG-009,STU-01105,Engineering,2026-03-01,2026-03-12,2026-03-11,36828,36828,0,Paid,0
INV-03-ENG-010,STU-01106,Engineering,2026-03-01,2026-03-13,2026-03-11,39204,39204,0,Paid,0
INV-03-ENG-011,STU-01107,Engineering,2026-03-01,2026-03-14,2026-03-11,29700,29700,0,Paid,0
INV-03-ENG-012,STU-01108,Engineering,2026-03-01,2026-03-15,2026-03-11,32076,32076,0,Paid,0
INV-03-ENG-013,STU-01109,Engineering,2026-03-01,2026-03-16,2026-03-15,34452,34452,0,Paid,0
INV-03-ENG-014,STU-01110,Engineering,2026-03-01,2026-03-17,2026-03-15,36828,36828,0,Paid,0
INV-03-ENG-015,STU-01111,Engineering,2026-03-01,2026-03-18,2026-03-15,39204,39204,0,Paid,0
INV-03-ENG-016,STU-01112,Engineering,2026-03-01,2026-03-19,2026-03-15,29700,29700,0,Paid,0
INV-03-BUS-001,STU-01113,Business,2026-03-01,2026-03-12,2026-03-11,27200,27200,0,Paid,0
INV-03-BUS-002,STU-01114,Business,2026-03-01,2026-03-13,2026-03-11,29377,29377,0,Paid,0
INV-03-BUS-003,STU-01115,Business,2026-03-01,2026-03-14,2026-03-11,31553,31553,0,Paid,0
INV-03-BUS-004,STU-01116,Business,2026-03-01,2026-03-15,,33729,0,33729,Overdue,33
INV-03-BUS-005,STU-01117,Business,2026-03-01,2026-03-16,2026-03-15,35905,35905,0,Paid,0
INV-03-BUS-006,STU-01118,Business,2026-03-01,2026-03-17,2026-03-15,27200,27200,0,Paid,0
INV-03-BUS-007,STU-01119,Business,2026-03-01,2026-03-18,2026-03-15,29376,29376,0,Paid,0
INV-03-BUS-008,STU-01120,Business,2026-03-01,2026-03-19,2026-03-15,31553,31553,0,Paid,0
INV-03-BUS-009,STU-01121,Business,2026-03-01,2026-03-12,2026-03-11,33729,33729,0,Paid,0
INV-03-BUS-010,STU-01122,Business,2026-03-01,2026-03-13,2026-03-11,35905,35905,0,Paid,0
INV-03-BUS-011,STU-01123,Business,2026-03-01,2026-03-14,2026-03-11,27200,27200,0,Paid,0
INV-03-BUS-012,STU-01124,Business,2026-03-01,2026-03-15,2026-03-11,29376,29376,0,Paid,0
INV-03-BUS-013,STU-01125,Business,2026-03-01,2026-03-16,2026-03-15,31553,31553,0,Paid,0
INV-03-BUS-014,STU-01126,Business,2026-03-01,2026-03-17,2026-03-15,33729,33729,0,Paid,0
INV-03-BUS-015,STU-01127,Business,2026-03-01,2026-03-18,2026-03-15,35905,35905,0,Paid,0
INV-03-BUS-016,STU-01128,Business,2026-03-01,2026-03-19,2026-03-15,27200,27200,0,Paid,0
INV-03-HEA-001,STU-01129,Health Sciences,2026-03-01,2026-03-12,2026-03-11,27734,27734,0,Paid,0
INV-03-HEA-002,STU-01130,Health Sciences,2026-03-01,2026-03-13,2026-03-11,29952,29952,0,Paid,0
INV-03-HEA-003,STU-01131,Health Sciences,2026-03-01,2026-03-14,2026-03-11,32171,32171,0,Paid,0
INV-03-HEA-004,STU-01132,Health Sciences,2026-03-01,2026-03-15,,34390,0,34390,Overdue,33
INV-03-HEA-005,STU-01133,Health Sciences,2026-03-01,2026-03-16,2026-03-15,36609,36609,0,Paid,0
INV-03-HEA-006,STU-01134,Health Sciences,2026-03-01,2026-03-17,2026-03-15,27734,27734,0,Paid,0
INV-03-HEA-007,STU-01135,Health Sciences,2026-03-01,2026-03-18,2026-03-15,29952,29952,0,Paid,0
INV-03-HEA-008,STU-01136,Health Sciences,2026-03-01,2026-03-19,2026-03-15,32171,32171,0,Paid,0
INV-03-HEA-009,STU-01137,Health Sciences,2026-03-01,2026-03-12,2026-03-11,34390,34390,0,Paid,0
INV-03-HEA-010,STU-01138,Health Sciences,2026-03-01,2026-03-13,2026-03-11,36608,36608,0,Paid,0
INV-03-HEA-011,STU-01139,Health Sciences,2026-03-01,2026-03-14,2026-03-11,27734,27734,0,Paid,0
INV-03-HEA-012,STU-01140,Health Sciences,2026-03-01,2026-03-15,2026-03-11,29952,29952,0,Paid,0
INV-03-HEA-013,STU-01141,Health Sciences,2026-03-01,2026-03-16,2026-03-15,32171,32171,0,Paid,0
INV-03-HEA-014,STU-01142,Health Sciences,2026-03-01,2026-03-17,2026-03-15,34390,34390,0,Paid,0
INV-03-HEA-015,STU-01143,Health Sciences,2026-03-01,2026-03-18,2026-03-15,36608,36608,0,Paid,0
INV-03-HEA-016,STU-01144,Health Sciences,2026-03-01,2026-03-19,2026-03-15,27734,27734,0,Paid,0
INV-04-ENG-001,STU-01145,Engineering,2026-04-01,2026-04-12,2026-04-11,28050,28050,0,Paid,0
INV-04-ENG-002,STU-01146,Engineering,2026-04-01,2026-04-13,2026-04-11,30294,30294,0,Paid,0
INV-04-ENG-003,STU-01147,Engineering,2026-04-01,2026-04-14,2026-04-11,32538,32538,0,Paid,0
INV-04-ENG-004,STU-01148,Engineering,2026-04-01,2026-04-15,2026-04-11,34782,34782,0,Paid,0
INV-04-ENG-005,STU-01149,Engineering,2026-04-01,2026-04-16,2026-04-15,37026,37026,0,Paid,0
INV-04-ENG-006,STU-01150,Engineering,2026-04-01,2026-04-17,2026-04-15,28050,28050,0,Paid,0
INV-04-ENG-007,STU-01151,Engineering,2026-04-01,2026-04-18,2026-04-15,30294,30294,0,Paid,0
INV-04-ENG-008,STU-01152,Engineering,2026-04-01,2026-04-19,2026-04-15,32538,32538,0,Paid,0
INV-04-ENG-009,STU-01153,Engineering,2026-04-01,2026-04-12,2026-04-11,34782,34782,0,Paid,0
INV-04-ENG-010,STU-01154,Engineering,2026-04-01,2026-04-13,2026-04-11,37026,37026,0,Paid,0
INV-04-ENG-011,STU-01155,Engineering,2026-04-01,2026-04-14,2026-04-11,28050,28050,0,Paid,0
INV-04-ENG-012,STU-01156,Engineering,2026-04-01,2026-04-15,2026-04-11,30294,30294,0,Paid,0
INV-04-ENG-013,STU-01157,Engineering,2026-04-01,2026-04-16,2026-04-15,32538,32538,0,Paid,0
INV-04-ENG-014,STU-01158,Engineering,2026-04-01,2026-04-17,2026-04-15,34782,34782,0,Paid,0
INV-04-ENG-015,STU-01159,Engineering,2026-04-01,2026-04-18,2026-04-15,37026,37026,0,Paid,0
INV-04-ENG-016,STU-01160,Engineering,2026-04-01,2026-04-19,2026-04-15,28050,28050,0,Paid,0
INV-04-BUS-001,STU-01161,Business,2026-04-01,2026-04-12,2026-04-11,25689,25689,0,Paid,0
INV-04-BUS-002,STU-01162,Business,2026-04-01,2026-04-13,2026-04-11,27745,27745,0,Paid,0
INV-04-BUS-003,STU-01163,Business,2026-04-01,2026-04-14,2026-04-11,29800,29800,0,Paid,0
INV-04-BUS-004,STU-01164,Business,2026-04-01,2026-04-15,2026-04-11,31855,31855,0,Paid,0
INV-04-BUS-005,STU-01165,Business,2026-04-01,2026-04-16,2026-04-15,33910,33910,0,Paid,0
INV-04-BUS-006,STU-01166,Business,2026-04-01,2026-04-17,2026-04-15,25689,25689,0,Paid,0
INV-04-BUS-007,STU-01167,Business,2026-04-01,2026-04-18,2026-04-15,27745,27745,0,Paid,0
INV-04-BUS-008,STU-01168,Business,2026-04-01,2026-04-19,2026-04-15,29800,29800,0,Paid,0
INV-04-BUS-009,STU-01169,Business,2026-04-01,2026-04-12,2026-04-11,31855,31855,0,Paid,0
INV-04-BUS-010,STU-01170,Business,2026-04-01,2026-04-13,2026-04-11,33910,33910,0,Paid,0
INV-04-BUS-011,STU-01171,Business,2026-04-01,2026-04-14,2026-04-11,25689,25689,0,Paid,0
INV-04-BUS-012,STU-01172,Business,2026-04-01,2026-04-15,2026-04-11,27744,27744,0,Paid,0
INV-04-BUS-013,STU-01173,Business,2026-04-01,2026-04-16,2026-04-15,29800,29800,0,Paid,0
INV-04-BUS-014,STU-01174,Business,2026-04-01,2026-04-17,2026-04-15,31855,31855,0,Paid,0
INV-04-BUS-015,STU-01175,Business,2026-04-01,2026-04-18,2026-04-15,33910,33910,0,Paid,0
INV-04-BUS-016,STU-01176,Business,2026-04-01,2026-04-19,2026-04-15,25689,25689,0,Paid,0
INV-04-HEA-001,STU-01177,Health Sciences,2026-04-01,2026-04-12,2026-04-11,26193,26193,0,Paid,0
INV-04-HEA-002,STU-01178,Health Sciences,2026-04-01,2026-04-13,2026-04-11,28288,28288,0,Paid,0
INV-04-HEA-003,STU-01179,Health Sciences,2026-04-01,2026-04-14,2026-04-11,30384,30384,0,Paid,0
INV-04-HEA-004,STU-01180,Health Sciences,2026-04-01,2026-04-15,2026-04-11,32479,32479,0,Paid,0
INV-04-HEA-005,STU-01181,Health Sciences,2026-04-01,2026-04-16,2026-04-15,34575,34575,0,Paid,0
INV-04-HEA-006,STU-01182,Health Sciences,2026-04-01,2026-04-17,2026-04-15,26193,26193,0,Paid,0
INV-04-HEA-007,STU-01183,Health Sciences,2026-04-01,2026-04-18,2026-04-15,28288,28288,0,Paid,0
INV-04-HEA-008,STU-01184,Health Sciences,2026-04-01,2026-04-19,2026-04-15,30384,30384,0,Paid,0
INV-04-HEA-009,STU-01185,Health Sciences,2026-04-01,2026-04-12,2026-04-11,32479,32479,0,Paid,0
INV-04-HEA-010,STU-01186,Health Sciences,2026-04-01,2026-04-13,2026-04-11,34575,34575,0,Paid,0
INV-04-HEA-011,STU-01187,Health Sciences,2026-04-01,2026-04-14,2026-04-11,26193,26193,0,Paid,0
INV-04-HEA-012,STU-01188,Health Sciences,2026-04-01,2026-04-15,2026-04-11,28288,28288,0,Paid,0
INV-04-HEA-013,STU-01189,Health Sciences,2026-04-01,2026-04-16,2026-04-15,30384,30384,0,Paid,0
INV-04-HEA-014,STU-01190,Health Sciences,2026-04-01,2026-04-17,2026-04-15,32479,32479,0,Paid,0
INV-04-HEA-015,STU-01191,Health Sciences,2026-04-01,2026-04-18,2026-04-15,34575,34575,0,Paid,0
INV-04-HEA-016,STU-01192,Health Sciences,2026-04-01,2026-04-19,2026-04-15,26193,26193,0,Paid,0
INV-05-ENG-001,STU-01193,Engineering,2026-05-01,2026-05-12,2026-05-11,27390,27390,0,Paid,0
INV-05-ENG-002,STU-01194,Engineering,2026-05-01,2026-05-13,2026-05-11,29581,29581,0,Paid,0
INV-05-ENG-003,STU-01195,Engineering,2026-05-01,2026-05-14,2026-05-11,31772,31772,0,Paid,0
INV-05-ENG-004,STU-01196,Engineering,2026-05-01,2026-05-15,2026-05-11,33964,33964,0,Paid,0
INV-05-ENG-005,STU-01197,Engineering,2026-05-01,2026-05-16,2026-05-15,36155,36155,0,Paid,0
INV-05-ENG-006,STU-01198,Engineering,2026-05-01,2026-05-17,2026-05-15,27390,27390,0,Paid,0
INV-05-ENG-007,STU-01199,Engineering,2026-05-01,2026-05-18,2026-05-15,29581,29581,0,Paid,0
INV-05-ENG-008,STU-01200,Engineering,2026-05-01,2026-05-19,2026-05-15,31772,31772,0,Paid,0
INV-05-ENG-009,STU-01201,Engineering,2026-05-01,2026-05-12,2026-05-11,33964,33964,0,Paid,0
INV-05-ENG-010,STU-01202,Engineering,2026-05-01,2026-05-13,2026-05-11,36155,36155,0,Paid,0
INV-05-ENG-011,STU-01203,Engineering,2026-05-01,2026-05-14,2026-05-11,27390,27390,0,Paid,0
INV-05-ENG-012,STU-01204,Engineering,2026-05-01,2026-05-15,2026-05-11,29581,29581,0,Paid,0
INV-05-ENG-013,STU-01205,Engineering,2026-05-01,2026-05-16,2026-05-15,31772,31772,0,Paid,0
INV-05-ENG-014,STU-01206,Engineering,2026-05-01,2026-05-17,2026-05-15,33964,33964,0,Paid,0
INV-05-ENG-015,STU-01207,Engineering,2026-05-01,2026-05-18,2026-05-15,36155,36155,0,Paid,0
INV-05-ENG-016,STU-01208,Engineering,2026-05-01,2026-05-19,2026-05-15,27390,27390,0,Paid,0
INV-05-BUS-001,STU-01209,Business,2026-05-01,2026-05-12,2026-05-11,25085,25085,0,Paid,0
INV-05-BUS-002,STU-01210,Business,2026-05-01,2026-05-13,2026-05-11,27092,27092,0,Paid,0
INV-05-BUS-003,STU-01211,Business,2026-05-01,2026-05-14,2026-05-11,29099,29099,0,Paid,0
INV-05-BUS-004,STU-01212,Business,2026-05-01,2026-05-15,2026-05-11,31105,31105,0,Paid,0
INV-05-BUS-005,STU-01213,Business,2026-05-01,2026-05-16,2026-05-15,33112,33112,0,Paid,0
INV-05-BUS-006,STU-01214,Business,2026-05-01,2026-05-17,2026-05-15,25085,25085,0,Paid,0
INV-05-BUS-007,STU-01215,Business,2026-05-01,2026-05-18,2026-05-15,27092,27092,0,Paid,0
INV-05-BUS-008,STU-01216,Business,2026-05-01,2026-05-19,2026-05-15,29099,29099,0,Paid,0
INV-05-BUS-009,STU-01217,Business,2026-05-01,2026-05-12,2026-05-11,31105,31105,0,Paid,0
INV-05-BUS-010,STU-01218,Business,2026-05-01,2026-05-13,2026-05-11,33112,33112,0,Paid,0
INV-05-BUS-011,STU-01219,Business,2026-05-01,2026-05-14,2026-05-11,25085,25085,0,Paid,0
INV-05-BUS-012,STU-01220,Business,2026-05-01,2026-05-15,2026-05-11,27092,27092,0,Paid,0
INV-05-BUS-013,STU-01221,Business,2026-05-01,2026-05-16,2026-05-15,29098,29098,0,Paid,0
INV-05-BUS-014,STU-01222,Business,2026-05-01,2026-05-17,2026-05-15,31105,31105,0,Paid,0
INV-05-BUS-015,STU-01223,Business,2026-05-01,2026-05-18,2026-05-15,33112,33112,0,Paid,0
INV-05-BUS-016,STU-01224,Business,2026-05-01,2026-05-19,2026-05-15,25085,25085,0,Paid,0
INV-05-HEA-001,STU-01225,Health Sciences,2026-05-01,2026-05-12,2026-05-11,25577,25577,0,Paid,0
INV-05-HEA-002,STU-01226,Health Sciences,2026-05-01,2026-05-13,2026-05-11,27623,27623,0,Paid,0
INV-05-HEA-003,STU-01227,Health Sciences,2026-05-01,2026-05-14,2026-05-11,29669,29669,0,Paid,0
INV-05-HEA-004,STU-01228,Health Sciences,2026-05-01,2026-05-15,2026-05-11,31715,31715,0,Paid,0
INV-05-HEA-005,STU-01229,Health Sciences,2026-05-01,2026-05-16,2026-05-15,33761,33761,0,Paid,0
INV-05-HEA-006,STU-01230,Health Sciences,2026-05-01,2026-05-17,2026-05-15,25577,25577,0,Paid,0
INV-05-HEA-007,STU-01231,Health Sciences,2026-05-01,2026-05-18,2026-05-15,27623,27623,0,Paid,0
INV-05-HEA-008,STU-01232,Health Sciences,2026-05-01,2026-05-19,2026-05-15,29669,29669,0,Paid,0
INV-05-HEA-009,STU-01233,Health Sciences,2026-05-01,2026-05-12,2026-05-11,31715,31715,0,Paid,0
INV-05-HEA-010,STU-01234,Health Sciences,2026-05-01,2026-05-13,2026-05-11,33761,33761,0,Paid,0
INV-05-HEA-011,STU-01235,Health Sciences,2026-05-01,2026-05-14,2026-05-11,25576,25576,0,Paid,0
INV-05-HEA-012,STU-01236,Health Sciences,2026-05-01,2026-05-15,2026-05-11,27623,27623,0,Paid,0
INV-05-HEA-013,STU-01237,Health Sciences,2026-05-01,2026-05-16,2026-05-15,29669,29669,0,Paid,0
INV-05-HEA-014,STU-01238,Health Sciences,2026-05-01,2026-05-17,2026-05-15,31715,31715,0,Paid,0
INV-05-HEA-015,STU-01239,Health Sciences,2026-05-01,2026-05-18,2026-05-15,33761,33761,0,Paid,0
INV-05-HEA-016,STU-01240,Health Sciences,2026-05-01,2026-05-19,2026-05-15,25576,25576,0,Paid,0
INV-06-ENG-001,STU-01241,Engineering,2026-06-01,2026-06-12,2026-06-11,25740,25740,0,Paid,0
INV-06-ENG-002,STU-01242,Engineering,2026-06-01,2026-06-13,2026-07-20,27799,9730,18069,Overdue - Partial,31
INV-06-ENG-003,STU-01243,Engineering,2026-06-01,2026-06-14,2026-06-11,29858,29858,0,Paid,0
INV-06-ENG-004,STU-01244,Engineering,2026-06-01,2026-06-15,2026-06-11,31918,31918,0,Paid,0
